name,percentage_male,japanese_name,classfication,attack,defense,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,height_m,hp,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
Tyrogue,100,Balkieバルキー,Scuffle Pokémon,35,35,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,210,75,1000000,0.7,35,236,35,35,35,fighting,,21.0,2,0
Hitmontop,100,Kapoererカポエラー,Handstand Pokémon,95,95,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,455,45,1000000,1.4,50,237,35,110,70,fighting,,48.0,2,0
Smoochum,0,Muchulムチュール,Kiss Pokémon,30,15,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,6400,70,305,45,1000000,0.4,45,238,85,65,65,ice,psychic,6.0,2,0
Elekid,75.4,Elekidエレキッド,Electric Pokémon,63,37,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,6400,70,360,45,1000000,0.6,45,239,65,55,95,electric,,23.5,2,0
Magby,75.4,Bubyブビィ,Live Coal Pokémon,75,37,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,6400,70,365,45,1000000,0.7,45,240,70,55,83,fire,,21.4,2,0
Miltank,0,Miltankミルタンク,Milk Cow Pokémon,80,105,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,1250000,1.2,95,241,40,70,100,normal,,75.5,2,0
Blissey,0,Happinasハピナス,Happiness Pokémon,10,10,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,540,30,800000,1.5,255,242,75,135,55,normal,,46.8,2,0
Raikou,,Raikouライコウ,Thunder Pokémon,85,75,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,20480,35,580,3,1250000,1.9,90,243,115,100,115,electric,,178.0,2,1
Entei,,Enteiエンテイ,Volcano Pokémon,115,85,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,20480,35,580,3,1250000,2.1,115,244,90,75,100,fire,,198.0,2,1
Suicune,,Suicuneスイクン,Aurora Pokémon,75,115,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,20480,35,580,3,1250000,2.0,100,245,90,115,85,water,,187.0,2,1
Larvitar,50,Yogirasヨーギラス,Rock Skin Pokémon,64,50,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,10240,35,300,45,1250000,0.6,50,246,45,50,41,rock,ground,72.0,2,0
Pupitar,50,Sanagirasサナギラス,Hard Shell Pokémon,84,70,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,10240,35,410,45,1250000,1.2,70,247,65,70,51,rock,ground,152.0,2,0
Tyranitar,50,Bangirasバンギラス,Armor Pokémon,164,150,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,10240,35,700,45,1250000,2.0,100,248,95,120,71,rock,dark,202.0,2,0
Lugia,,Lugiaルギア,Diving Pokémon,90,130,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,30720,0,680,3,1250000,5.2,106,249,90,154,110,psychic,flying,216.0,2,1
Ho-Oh,,Hououホウオウ,Rainbow Pokémon,0.00,0.00,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,30720,0,680,3,1250000,3.8,106,250,110,154,90,fire,flying,199.0,2,1
Celebi,,Celebiセレビィ,Time Travel Pokémon,100,100,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,30720,100,600,45,1059860,0.6,100,251,100,100,100,psychic,grass,5.0,2,1
Treecko,88.1,Kimoriキモリ,Wood Gecko Pokémon,45,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,310,45,1059860,0.5,40,252,65,55,70,grass,,5.0,3,0
Grovyle,88.1,Juptileジュプトル,Wood Gecko Pokémon,65,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,1059860,0.9,50,253,85,65,95,grass,,21.6,3,0
Sceptile,88.1,Jukainジュカイン,Forest Pokémon,110,75,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,630,45,1059860,1.7,70,254,145,85,145,grass,,52.2,3,0
Torchic,88.1,Achamoアチャモ,Chick Pokémon,60,40,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,310,45,1059860,0.4,45,255,70,50,45,fire,,2.5,3,0
Combusken,88.1,Wakasyamoワカシャモ,Young Fowl Pokémon,0.00,0.00,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,405,45,1059860,0.9,60,256,85,60,55,fire,fighting,19.5,3,0
Blaziken,88.1,Bursyamoバシャーモ,Blaze Pokémon,0.00,0.00,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,630,45,1059860,1.9,80,257,130,80,100,fire,fighting,52.0,3,0
Mudkip,88.1,Mizugorouミズゴロウ,Mud Fish Pokémon,70,50,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,310,45,1059860,0.4,50,258,50,50,40,water,,7.6,3,0
Marshtomp,88.1,Numacrawヌマクロー,Mud Fish Pokémon,85,70,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,405,45,1059860,0.7,70,259,60,70,50,water,ground,28.0,3,0
Swampert,88.1,Laglargeラグラージ,Mud Fish Pokémon,150,110,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,635,45,1059860,1.5,100,260,95,110,70,water,ground,81.9,3,0
Poochyena,50,Pochienaポチエナ,Bite Pokémon,55,35,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,3840,70,220,255,1000000,0.5,35,261,30,30,35,dark,,13.6,3,0
Mightyena,50,Graenaグラエナ,Bite Pokémon,90,70,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,3840,70,420,127,1000000,1.0,70,262,60,60,70,dark,,37.0,3,0
Zigzagoon,50,Jiguzagumaジグザグマ,Tiny Racoon Pokémon,30,41,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,240,255,1000000,0.4,38,263,30,41,60,normal,,17.5,3,0
Linoone,50,Massugumaマッスグマ,Rush Pokémon,70,61,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,420,90,1000000,0.5,78,264,50,61,100,normal,,32.5,3,0
Wurmple,50,Kemussoケムッソ,Worm Pokémon,45,35,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,195,255,1000000,0.3,45,265,20,30,20,bug,,3.6,3,0
Silcoon,50,Karasalisカラサリス,Cocoon Pokémon,35,55,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,205,120,1000000,0.6,50,266,25,25,15,bug,,10.0,3,0
Beautifly,50,Agehuntアゲハント,Butterfly Pokémon,70,50,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,395,45,1000000,1.0,60,267,100,50,65,bug,flying,28.4,3,0
Cascoon,50,Mayuldマユルド,Cocoon Pokémon,35,55,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,205,120,1000000,0.7,50,268,25,25,15,bug,,11.5,3,0
Dustox,50,Dokucaleドクケイル,Poison Moth Pokémon,50,70,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,385,45,1000000,1.2,60,269,50,90,65,bug,poison,31.6,3,0
Lotad,50,Hassbohハスボー,Water Weed Pokémon,30,30,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,3840,70,220,255,1059860,0.5,40,270,40,50,30,water,grass,2.6,3,0
Lombre,50,Hasubreroハスブレロ,Jolly Pokémon,50,50,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,3840,70,340,120,1059860,1.2,60,271,60,70,50,water,grass,32.5,3,0
Ludicolo,50,Runpappaルンパッパ,Carefree Pokémon,70,70,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,3840,70,480,45,1059860,1.5,80,272,90,100,70,water,grass,55.0,3,0
Seedot,50,Tanebohタネボー,Acorn Pokémon,40,50,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,3840,70,220,255,1059860,0.5,40,273,30,30,30,grass,,4.0,3,0
Nuzleaf,50,Konohanaコノハナ,Wily Pokémon,70,40,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,3840,70,340,120,1059860,1.0,70,274,60,40,60,grass,dark,28.0,3,0
Shiftry,50,Dirtengダーテング,Wickid Pokémon,100,60,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,3840,70,480,45,1059860,1.3,90,275,90,60,80,grass,dark,59.6,3,0
Taillow,50,Subameスバメ,TinySwallow Pokémon,55,30,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,270,200,1059860,0.3,40,276,30,30,85,normal,flying,2.3,3,0
Swellow,50,Ohsubameオオスバメ,Swallow Pokémon,85,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,455,45,1059860,0.7,60,277,75,50,125,normal,flying,19.8,3,0
Wingull,50,Camomeキャモメ,Seagull Pokémon,30,30,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,270,190,1000000,0.6,40,278,55,30,85,water,flying,9.5,3,0
Pelipper,50,Pelipperペリッパー,Water Bird Pokémon,50,100,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,440,45,1000000,1.2,60,279,95,70,65,water,flying,28.0,3,0
Ralts,50,Raltsラルトス,Feeling Pokémon,25,25,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,5120,35,198,235,1250000,0.4,28,280,45,35,40,psychic,fairy,6.6,3,0
Kirlia,50,Kirliaキルリア,Emotion Pokémon,35,35,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,5120,35,278,120,1250000,0.8,38,281,65,55,50,psychic,fairy,20.2,3,0
Gardevoir,50,Sirnightサーナイト,Embrace Pokémon,85,65,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,5120,35,618,45,1250000,1.6,68,282,165,135,100,psychic,fairy,48.4,3,0
Surskit,50,Ametamaアメタマ,Pond Skater Pokémon,30,32,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,3840,70,269,200,1000000,0.5,40,283,50,52,65,bug,water,1.7,3,0
Masquerain,50,Amemothアメモース,Eyeball Pokémon,60,62,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,454,75,1000000,0.8,70,284,100,82,80,bug,flying,3.6,3,0
Shroomish,50,Kinococoキノココ,Mushroom Pokémon,40,60,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,3840,70,295,255,1640000,0.4,60,285,40,60,35,grass,,4.5,3,0
Breloom,50,Kinogassaキノガッサ,Mushroom Pokémon,130,80,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,3840,70,460,90,1640000,1.2,60,286,60,60,70,grass,fighting,39.2,3,0
Slakoth,50,Namakeroナマケロ,Slacker Pokémon,60,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,280,255,1250000,0.8,60,287,35,35,30,normal,,24.0,3,0
Vigoroth,50,Yarukimonoヤルキモノ,Wild Monkey Pokémon,80,80,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,440,120,1250000,1.4,80,288,55,55,90,normal,,46.5,3,0
Slaking,50,Kekkingケッキング,Lazy Pokémon,160,100,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,670,45,1250000,2.0,150,289,95,65,100,normal,,130.5,3,0
Nincada,50,Tutininツチニン,Trainee Pokémon,45,90,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,3840,70,266,255,600000,0.5,31,290,30,30,40,bug,ground,5.5,3,0
Ninjask,50,Tekkaninテッカニン,Ninja Pokémon,90,45,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,456,120,600000,0.8,61,291,50,50,160,bug,flying,12.0,3,0
Shedinja,,Nukeninヌケニン,Shed Pokémon,90,45,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,3840,70,236,45,600000,0.8,1,292,30,30,40,bug,ghost,1.2,3,0
Whismur,50,Gonyonyoゴニョニョ,Whisper Pokémon,51,23,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,240,190,1059860,0.6,64,293,51,23,28,normal,,16.3,3,0
Loudred,50,Dogohmbドゴーム,Big Voice Pokémon,71,43,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,360,120,1059860,1.0,84,294,71,43,48,normal,,40.5,3,0
Exploud,50,Bakuongバクオング,Loud Noise Pokémon,91,63,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,1059860,1.5,104,295,91,73,68,normal,,84.0,3,0
Makuhita,75.4,Makunoshitaマクノシタ,Guts Pokémon,60,30,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,237,180,1640000,1.0,72,296,20,30,25,fighting,,86.4,3,0
Hariyama,75.4,Hariteyamaハリテヤマ,Arm Thrust Pokémon,120,60,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,474,200,1640000,2.3,144,297,40,60,50,fighting,,253.8,3,0
Azurill,24.6,Ruririルリリ,Polka Dot Pokémon,20,40,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2560,70,190,150,800000,0.2,50,298,20,40,20,normal,fairy,2.0,3,0
Nosepass,50,Nosepassノズパス,Compass Pokémon,45,135,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,375,255,1000000,1.0,30,299,45,90,30,rock,,97.0,3,0
Skitty,24.6,Enecoエネコ,Kitten Pokémon,45,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,260,255,800000,0.6,50,300,35,35,50,normal,,11.0,3,0
Delcatty,24.6,Enekororoエネコロロ,Prim Pokémon,65,65,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,400,60,800000,1.1,70,301,55,55,90,normal,,32.6,3,0
Sableye,50,Yamiramiヤミラミ,Darkness Pokémon,85,125,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,6400,35,480,45,1059860,0.5,50,302,85,115,20,dark,ghost,11.0,3,0
Mawile,50,Kucheatクチート,Deceiver Pokémon,0.00,0.00,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,5120,70,480,45,800000,0.6,50,303,55,95,50,steel,fairy,11.5,3,0
Aron,50,Cokodoraココドラ,Iron Armor Pokémon,70,100,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,330,180,1250000,0.4,50,304,40,40,30,steel,rock,60.0,3,0
Lairon,50,Kodoraコドラ,Iron Armor Pokémon,90,140,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,430,90,1250000,0.9,60,305,50,50,40,steel,rock,120.0,3,0
Aggron,50,Bossgodoraボスゴドラ,Iron Armor Pokémon,140,230,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,630,45,1250000,2.1,70,306,60,80,50,steel,rock,360.0,3,0
Meditite,50,Asananアサナン,Meditate Pokémon,40,55,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,70,280,180,1000000,0.6,30,307,40,55,60,fighting,psychic,11.2,3,0
Medicham,50,Charemチャーレム,Meditate Pokémon,100,85,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,70,510,90,1000000,1.3,60,308,80,85,100,fighting,psychic,31.5,3,0
Electrike,50,Rakuraiラクライ,Lightning Pokémon,45,40,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,295,120,1250000,0.6,40,309,65,40,65,electric,,15.2,3,0
Manectric,50,Livoltライボルト,Discharge Pokémon,75,80,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,575,45,1250000,1.5,70,310,135,80,135,electric,,40.2,3,0
Plusle,50,Prasleプラスル,Cheering Pokémon,50,40,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,405,200,1000000,0.4,60,311,85,75,95,electric,,4.2,3,0
Minun,50,Minunマイナン,Cheering Pokémon,40,50,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,405,200,1000000,0.4,60,312,75,85,95,electric,,4.2,3,0
Volbeat,100,Barubeatバルビート,Firefly Pokémon,73,75,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,430,150,600000,0.7,65,313,47,85,85,bug,,17.7,3,0
Illumise,0,Illumiseイルミーゼ,Firefly Pokémon,47,75,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,430,150,1640000,0.6,65,314,73,85,85,bug,,17.7,3,0
Roselia,50,Roseliaロゼリア,Thorn Pokémon,60,45,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,400,150,1059860,0.3,50,315,100,80,65,grass,poison,2.0,3,0
Gulpin,50,Gokulinゴクリン,Stomach Pokémon,43,53,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,302,225,1640000,0.4,70,316,43,53,40,poison,,10.3,3,0
Swalot,50,Marunoomマルノーム,Poison Bag Pokémon,73,83,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,467,75,1640000,1.7,100,317,73,83,55,poison,,80.0,3,0
Carvanha,50,Kibanhaキバニア,Savage Pokémon,90,20,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,35,305,225,1250000,0.8,45,318,65,20,65,water,dark,20.8,3,0
Sharpedo,50,Samehaderサメハダー,Brutal Pokémon,140,70,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,35,560,60,1250000,1.8,70,319,110,65,105,water,dark,88.8,3,0
Wailmer,50,Hoerukoホエルコ,Ball Whale Pokémon,70,35,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,400,125,1640000,2.0,130,320,70,35,60,water,,130.0,3,0
Wailord,50,Whalohホエルオー,Float Whale Pokémon,90,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,500,60,1640000,14.5,170,321,90,45,60,water,,398.0,3,0
Numel,50,Donmelドンメル,Numb Pokémon,60,40,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,5120,70,305,255,1000000,0.7,60,322,65,45,35,fire,ground,24.0,3,0
Camerupt,50,Bakuudaバクーダ,Eruption Pokémon,120,100,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,5120,70,560,150,1000000,1.9,70,323,145,105,20,fire,ground,220.0,3,0
Torkoal,50,Cotoiseコータス,Coal Pokémon,85,140,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,470,90,1000000,0.5,70,324,85,70,20,fire,,80.4,3,0
Spoink,50,Banebooバネブー,Bounce Pokémon,25,35,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,330,255,800000,0.7,60,325,70,80,60,psychic,,30.6,3,0
Grumpig,50,Boopigブーピッグ,Manipulate Pokémon,45,65,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,470,60,800000,0.9,80,326,90,110,80,psychic,,71.5,3,0
Spinda,50,Patcheelパッチール,Spot Panda Pokémon,60,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,360,255,800000,1.1,60,327,60,60,60,normal,,5.0,3,0
Trapinch,50,Nuckrarナックラー,Ant Pit Pokémon,100,45,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,290,255,1059860,0.7,45,328,45,45,10,ground,,15.0,3,0
Vibrava,50,Vibravaビブラーバ,Vibration Pokémon,70,50,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,5120,70,340,120,1059860,1.1,50,329,50,50,70,ground,dragon,15.3,3,0
Flygon,50,Flygonフライゴン,Mystic Pokémon,100,80,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,5120,70,520,45,1059860,2.0,80,330,80,80,100,ground,dragon,82.0,3,0
Cacnea,50,Saboneaサボネア,Cactus Pokémon,85,40,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,35,335,190,1059860,0.4,50,331,85,40,35,grass,,51.3,3,0
Cacturne,50,Noctusノクタス,Scarecrow Pokémon,115,60,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,5120,35,475,60,1059860,1.3,70,332,115,60,55,grass,dark,77.4,3,0
Swablu,50,Tylttoチルット,Cotton Bird Pokémon,40,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,310,255,600000,0.4,45,333,40,75,50,normal,flying,1.2,3,0
Altaria,50,Tyltalisチルタリス,Humming Pokémon,110,110,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,590,45,600000,1.1,75,334,110,105,80,dragon,flying,20.6,3,0
Zangoose,50,Zangooseザングース,Cat Ferret Pokémon,115,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,458,90,600000,1.3,73,335,60,60,90,normal,,40.3,3,0
Seviper,50,Habunakeハブネーク,Fang Snake Pokémon,100,60,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,458,90,1640000,2.7,73,336,100,60,65,poison,,52.5,3,0
Lunatone,,Lunatoneルナトーン,Meteorite Pokémon,55,65,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,6400,70,460,45,800000,1.0,90,337,95,85,70,rock,psychic,168.0,3,0
Solrock,,Solrockソルロック,Meteorite Pokémon,95,85,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,6400,70,460,45,800000,1.2,90,338,55,65,70,rock,psychic,154.0,3,0
Barboach,50,Dojoachドジョッチ,Whiskers Pokémon,48,43,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,288,190,1000000,0.4,50,339,46,41,60,water,ground,1.9,3,0
Whiscash,50,Namazunナマズン,Whiskers Pokémon,78,73,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,468,75,1000000,0.9,110,340,76,71,60,water,ground,23.6,3,0
Corphish,50,Heiganiヘイガニ,Ruffian Pokémon,80,65,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,308,205,1640000,0.6,43,341,50,35,35,water,,11.5,3,0
Crawdaunt,50,Shizarigerシザリガー,Rogue Pokémon,120,85,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,3840,70,468,155,1640000,1.1,63,342,90,55,55,water,dark,32.8,3,0
Baltoy,,Yajilonヤジロン,Clay Doll Pokémon,40,55,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,5120,70,300,255,1000000,0.5,40,343,40,70,55,ground,psychic,21.5,3,0
Claydol,,Nendollネンドール,Clay Doll Pokémon,70,105,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,5120,70,500,90,1000000,1.5,60,344,70,120,75,ground,psychic,108.0,3,0
Lileep,88.1,Lilylaリリーラ,Sea Lily Pokémon,41,77,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,7680,70,355,45,600000,1.0,66,345,61,87,23,rock,grass,23.8,3,0
Cradily,88.1,Yuradleユレイドル,Barnacle Pokémon,81,97,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,7680,70,495,45,600000,1.5,86,346,81,107,43,rock,grass,60.4,3,0
Anorith,88.1,Anopthアノプス,Old Shrimp Pokémon,95,50,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,7680,70,355,45,600000,0.7,45,347,40,50,75,rock,bug,12.5,3,0
Armaldo,88.1,Armaldoアーマルド,Plate Pokémon,125,100,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,7680,70,495,45,600000,1.5,75,348,70,80,45,rock,bug,68.2,3,0
Feebas,50,Hinbassヒンバス,Fish Pokémon,15,20,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,200,255,600000,0.6,20,349,10,55,80,water,,7.4,3,0
Milotic,50,Milokarossミロカロス,Tender Pokémon,60,79,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,540,60,600000,6.2,95,350,100,125,81,water,,162.0,3,0
Castform,50,Powalenポワルン,Weather Pokémon,70,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,6400,70,420,45,1000000,0.3,70,351,70,70,70,normal,,0.8,3,0
Kecleon,50,Kakureonカクレオン,Color Swap Pokémon,90,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,440,200,1059860,1.0,60,352,60,120,40,normal,,22.0,3,0
Shuppet,50,Kagebouzuカゲボウズ,Puppet Pokémon,75,35,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,295,225,800000,0.6,44,353,63,33,45,ghost,,2.3,3,0
